ds,y,sku
2024-10-23,83,SKU-002
2024-10-24,84,SKU-002
2024-10-25,95,SKU-002
2024-10-26,90,SKU-002
2024-10-27,88,SKU-002
2024-10-28,96,SKU-002
2024-10-29,82,SKU-002
2024-10-30,103,SKU-002
2024-10-31,88,SKU-002
2024-11-01,81,SKU-002
2024-11-02,105,SKU-002
2024-11-03,99,SKU-002
2024-11-04,103,SKU-002
2024-11-05,105,SKU-002
2024-11-06,91,SKU-002
2024-11-07,91,SKU-002
2024-11-08,104,SKU-002
2024-11-09,88,SKU-002
2024-11-10,101,SKU-002
2024-11-11,96,SKU-002
2024-11-12,103,SKU-002
2024-11-13,109,SKU-002
2024-11-14,120,SKU-002
2024-11-15,95,SKU-002
2024-11-16,92,SKU-002
2024-11-17,106,SKU-002
2024-11-18,92,SKU-002
2024-11-19,115,SKU-002
2024-11-20,103,SKU-002
2024-11-21,102,SKU-002
2024-11-22,85,SKU-002
2024-11-23,106,SKU-002
2024-11-24,119,SKU-002
2024-11-25,80,SKU-002
2024-11-26,110,SKU-002
2024-11-27,106,SKU-002
2024-11-28,111,SKU-002
2024-11-29,120,SKU-002
2024-11-30,115,SKU-002
2024-12-01,113,SKU-002
2024-12-02,116,SKU-002
2024-12-03,112,SKU-002
2024-12-04,107,SKU-002
2024-12-05,122,SKU-002
2024-12-06,121,SKU-002
2024-12-07,105,SKU-002
2024-12-08,110,SKU-002
2024-12-09,101,SKU-002
2024-12-10,120,SKU-002
2024-12-11,126,SKU-002
2024-12-12,114,SKU-002
2024-12-13,109,SKU-002
2024-12-14,108,SKU-002
2024-12-15,131,SKU-002
2024-12-16,98,SKU-002
2024-12-17,119,SKU-002
2024-12-18,116,SKU-002
2024-12-19,128,SKU-002
2024-12-20,113,SKU-002
2024-12-21,112,SKU-002
2024-12-22,134,SKU-002
2024-12-23,130,SKU-002
2024-12-24,110,SKU-002
2024-12-25,125,SKU-002
2024-12-26,135,SKU-002
2024-12-27,126,SKU-002
2024-12-28,119,SKU-002
2024-12-29,117,SKU-002
2024-12-30,124,SKU-002
2024-12-31,136,SKU-002
2025-01-01,136,SKU-002
2025-01-02,140,SKU-002
2025-01-03,113,SKU-002
2025-01-04,123,SKU-002
2025-01-05,125,SKU-002
2025-01-06,134,SKU-002
2025-01-07,128,SKU-002
2025-01-08,131,SKU-002
2025-01-09,131,SKU-002
2025-01-10,134,SKU-002
2025-01-11,144,SKU-002
2025-01-12,125,SKU-002
2025-01-13,140,SKU-002
2025-01-14,125,SKU-002
2025-01-15,133,SKU-002
2025-01-16,132,SKU-002
2025-01-17,130,SKU-002
2025-01-18,128,SKU-002
2025-01-19,149,SKU-002
2025-01-20,140,SKU-002
2025-01-21,137,SKU-002
2025-01-22,146,SKU-002
2025-01-23,166,SKU-002
2025-01-24,134,SKU-002
2025-01-25,136,SKU-002
2025-01-26,143,SKU-002
2025-01-27,134,SKU-002
2025-01-28,126,SKU-002
2025-01-29,119,SKU-002
2025-01-30,130,SKU-002
2025-01-31,153,SKU-002
2025-02-01,151,SKU-002
2025-02-02,149,SKU-002
2025-02-03,147,SKU-002
2025-02-04,153,SKU-002
2025-02-05,142,SKU-002
2025-02-06,164,SKU-002
2025-02-07,148,SKU-002
2025-02-08,150,SKU-002
2025-02-09,155,SKU-002
2025-02-10,144,SKU-002
2025-02-11,155,SKU-002
2025-02-12,138,SKU-002
2025-02-13,146,SKU-002
2025-02-14,149,SKU-002
2025-02-15,157,SKU-002
2025-02-16,148,SKU-002
2025-02-17,158,SKU-002
2025-02-18,149,SKU-002
2025-02-19,143,SKU-002
2025-02-20,156,SKU-002
2025-02-21,154,SKU-002
2025-02-22,146,SKU-002
2025-02-23,163,SKU-002
2025-02-24,164,SKU-002
2025-02-25,165,SKU-002
2025-02-26,167,SKU-002
2025-02-27,151,SKU-002
2025-02-28,145,SKU-002
2025-03-01,149,SKU-002
2025-03-02,166,SKU-002
2025-03-03,144,SKU-002
2025-03-04,169,SKU-002
2025-03-05,166,SKU-002
2025-03-06,162,SKU-002
2025-03-07,153,SKU-002
2025-03-08,146,SKU-002
2025-03-09,155,SKU-002
2025-03-10,153,SKU-002
2025-03-11,173,SKU-002
2025-03-12,161,SKU-002
2025-03-13,182,SKU-002
2025-03-14,164,SKU-002
2025-03-15,173,SKU-002
2025-03-16,176,SKU-002
2025-03-17,161,SKU-002
2025-03-18,171,SKU-002
2025-03-19,149,SKU-002
2025-03-20,158,SKU-002
2025-03-21,162,SKU-002
2025-03-22,172,SKU-002
2025-03-23,155,SKU-002
2025-03-24,160,SKU-002
2025-03-25,157,SKU-002
2025-03-26,184,SKU-002
2025-03-27,167,SKU-002
2025-03-28,149,SKU-002
2025-03-29,144,SKU-002
2025-03-30,162,SKU-002
2025-03-31,151,SKU-002
2025-04-01,152,SKU-002
2025-04-02,159,SKU-002
2025-04-03,178,SKU-002
2025-04-04,180,SKU-002
2025-04-05,181,SKU-002
2025-04-06,154,SKU-002
2025-04-07,159,SKU-002
2025-04-08,155,SKU-002
2025-04-09,151,SKU-002
2025-04-10,154,SKU-002
2025-04-11,172,SKU-002
2025-04-12,164,SKU-002
2025-04-13,184,SKU-002
2025-04-14,162,SKU-002
2025-04-15,156,SKU-002
2025-04-16,171,SKU-002
2025-04-17,168,SKU-002
2025-04-18,164,SKU-002
2025-04-19,179,SKU-002
2025-04-20,158,SKU-002
2025-04-21,146,SKU-002
2025-04-22,153,SKU-002
2025-04-23,172,SKU-002
2025-04-24,171,SKU-002
2025-04-25,170,SKU-002
2025-04-26,174,SKU-002
2025-04-27,167,SKU-002
2025-04-28,168,SKU-002
2025-04-29,161,SKU-002
2025-04-30,163,SKU-002
2025-05-01,160,SKU-002
2025-05-02,164,SKU-002
2025-05-03,151,SKU-002
2025-05-04,170,SKU-002
2025-05-05,157,SKU-002
2025-05-06,162,SKU-002
2025-05-07,150,SKU-002
2025-05-08,156,SKU-002
2025-05-09,143,SKU-002
2025-05-10,165,SKU-002
2025-05-11,146,SKU-002
2025-05-12,147,SKU-002
2025-05-13,172,SKU-002
2025-05-14,169,SKU-002
2025-05-15,162,SKU-002
2025-05-16,153,SKU-002
2025-05-17,164,SKU-002
2025-05-18,158,SKU-002
2025-05-19,162,SKU-002
2025-05-20,141,SKU-002
2025-05-21,152,SKU-002
2025-05-22,145,SKU-002
2025-05-23,150,SKU-002
2025-05-24,154,SKU-002
2025-05-25,144,SKU-002
2025-05-26,155,SKU-002
2025-05-27,170,SKU-002
2025-05-28,163,SKU-002
2025-05-29,145,SKU-002
2025-05-30,146,SKU-002
2025-05-31,151,SKU-002
2025-06-01,149,SKU-002
2025-06-02,154,SKU-002
2025-06-03,143,SKU-002
2025-06-04,145,SKU-002
2025-06-05,137,SKU-002
2025-06-06,149,SKU-002
2025-06-07,143,SKU-002
2025-06-08,142,SKU-002
2025-06-09,145,SKU-002
2025-06-10,153,SKU-002
2025-06-11,145,SKU-002
2025-06-12,145,SKU-002
2025-06-13,114,SKU-002
2025-06-14,153,SKU-002
2025-06-15,148,SKU-002
2025-06-16,147,SKU-002
2025-06-17,141,SKU-002
2025-06-18,140,SKU-002
2025-06-19,146,SKU-002
2025-06-20,150,SKU-002
2025-06-21,148,SKU-002
2025-06-22,142,SKU-002
2025-06-23,153,SKU-002
2025-06-24,131,SKU-002
2025-06-25,125,SKU-002
2025-06-26,132,SKU-002
2025-06-27,129,SKU-002
2025-06-28,141,SKU-002
2025-06-29,132,SKU-002
2025-06-30,135,SKU-002
2025-07-01,128,SKU-002
2025-07-02,134,SKU-002
2025-07-03,129,SKU-002
2025-07-04,134,SKU-002
2025-07-05,143,SKU-002
2025-07-06,130,SKU-002
2025-07-07,138,SKU-002
2025-07-08,126,SKU-002
2025-07-09,131,SKU-002
2025-07-10,110,SKU-002
2025-07-11,109,SKU-002
2025-07-12,136,SKU-002
2025-07-13,125,SKU-002
2025-07-14,132,SKU-002
2025-07-15,139,SKU-002
2025-07-16,124,SKU-002
2025-07-17,132,SKU-002
2025-07-18,137,SKU-002
2025-07-19,139,SKU-002
2025-07-20,112,SKU-002
2025-07-21,127,SKU-002
2025-07-22,119,SKU-002
2025-07-23,124,SKU-002
2025-07-24,124,SKU-002
2025-07-25,131,SKU-002
2025-07-26,101,SKU-002
2025-07-27,121,SKU-002
2025-07-28,110,SKU-002
2025-07-29,128,SKU-002
2025-07-30,117,SKU-002
2025-07-31,129,SKU-002
2025-08-01,116,SKU-002
2025-08-02,123,SKU-002
2025-08-03,106,SKU-002
2025-08-04,113,SKU-002
2025-08-05,132,SKU-002
2025-08-06,108,SKU-002
2025-08-07,141,SKU-002
2025-08-08,108,SKU-002
2025-08-09,112,SKU-002
2025-08-10,137,SKU-002
2025-08-11,108,SKU-002
2025-08-12,122,SKU-002
2025-08-13,118,SKU-002
2025-08-14,111,SKU-002
2025-08-15,127,SKU-002
2025-08-16,107,SKU-002
2025-08-17,110,SKU-002
2025-08-18,128,SKU-002
2025-08-19,103,SKU-002
2025-08-20,111,SKU-002
2025-08-21,111,SKU-002
2025-08-22,111,SKU-002
2025-08-23,103,SKU-002
2025-08-24,113,SKU-002
2025-08-25,106,SKU-002
2025-08-26,114,SKU-002
2025-08-27,120,SKU-002
2025-08-28,103,SKU-002
2025-08-29,96,SKU-002
2025-08-30,117,SKU-002
2025-08-31,120,SKU-002
2025-09-01,89,SKU-002
2025-09-02,114,SKU-002
2025-09-03,105,SKU-002
2025-09-04,111,SKU-002
2025-09-05,122,SKU-002
2025-09-06,89,SKU-002
2025-09-07,116,SKU-002
2025-09-08,109,SKU-002
2025-09-09,119,SKU-002
2025-09-10,112,SKU-002
2025-09-11,119,SKU-002
2025-09-12,115,SKU-002
2025-09-13,115,SKU-002
2025-09-14,112,SKU-002
2025-09-15,110,SKU-002
2025-09-16,96,SKU-002
2025-09-17,92,SKU-002
2025-09-18,114,SKU-002
2025-09-19,101,SKU-002
2025-09-20,113,SKU-002
2025-09-21,90,SKU-002
2025-09-22,111,SKU-002
2025-09-23,110,SKU-002
2025-09-24,113,SKU-002
2025-09-25,103,SKU-002
2025-09-26,121,SKU-002
2025-09-27,103,SKU-002
2025-09-28,95,SKU-002
2025-09-29,110,SKU-002
2025-09-30,113,SKU-002
2025-10-01,112,SKU-002
2025-10-02,98,SKU-002
2025-10-03,87,SKU-002
2025-10-04,94,SKU-002
2025-10-05,100,SKU-002
2025-10-06,121,SKU-002
2025-10-07,110,SKU-002
2025-10-08,99,SKU-002
2025-10-09,88,SKU-002
2025-10-10,109,SKU-002
2025-10-11,105,SKU-002
2025-10-12,116,SKU-002
2025-10-13,101,SKU-002
2025-10-14,103,SKU-002
2025-10-15,120,SKU-002
2025-10-16,99,SKU-002
2025-10-17,115,SKU-002
2025-10-18,113,SKU-002
2025-10-19,113,SKU-002
2025-10-20,102,SKU-002
2025-10-21,110,SKU-002
2025-10-22,100,SKU-002
2025-10-23,107,SKU-002
2025-10-24,117,SKU-002
2025-10-25,114,SKU-002
2025-10-26,104,SKU-002
2025-10-27,113,SKU-002
2025-10-28,130,SKU-002
2025-10-29,111,SKU-002
2025-10-30,95,SKU-002
2025-10-31,113,SKU-002
2025-11-01,118,SKU-002
2025-11-02,116,SKU-002
2025-11-03,111,SKU-002
2025-11-04,111,SKU-002
2025-11-05,122,SKU-002
2025-11-06,124,SKU-002
2025-11-07,124,SKU-002
2025-11-08,109,SKU-002
2025-11-09,129,SKU-002
2025-11-10,103,SKU-002
2025-11-11,105,SKU-002
2025-11-12,119,SKU-002
2025-11-13,123,SKU-002
2025-11-14,104,SKU-002
2025-11-15,106,SKU-002
2025-11-16,129,SKU-002
2025-11-17,99,SKU-002
2025-11-18,110,SKU-002
2025-11-19,129,SKU-002
2025-11-20,119,SKU-002
2025-11-21,110,SKU-002
2025-11-22,116,SKU-002
2025-11-23,125,SKU-002
2025-11-24,112,SKU-002
2025-11-25,143,SKU-002
2025-11-26,132,SKU-002
2025-11-27,117,SKU-002
2025-11-28,135,SKU-002
2025-11-29,131,SKU-002
2025-11-30,110,SKU-002
2025-12-01,111,SKU-002
2025-12-02,139,SKU-002
2025-12-03,132,SKU-002
2025-12-04,106,SKU-002
2025-12-05,143,SKU-002
2025-12-06,139,SKU-002
2025-12-07,123,SKU-002
2025-12-08,128,SKU-002
2025-12-09,127,SKU-002
2025-12-10,133,SKU-002
2025-12-11,126,SKU-002
2025-12-12,118,SKU-002
2025-12-13,120,SKU-002
2025-12-14,133,SKU-002
2025-12-15,139,SKU-002
2025-12-16,125,SKU-002
2025-12-17,135,SKU-002
2025-12-18,124,SKU-002
2025-12-19,148,SKU-002
2025-12-20,146,SKU-002
2025-12-21,159,SKU-002
2025-12-22,124,SKU-002
2025-12-23,125,SKU-002
2025-12-24,146,SKU-002
2025-12-25,139,SKU-002
2025-12-26,142,SKU-002
2025-12-27,129,SKU-002
2025-12-28,167,SKU-002
2025-12-29,152,SKU-002
2025-12-30,139,SKU-002
2025-12-31,150,SKU-002
2026-01-01,152,SKU-002
2026-01-02,140,SKU-002
2026-01-03,145,SKU-002
2026-01-04,148,SKU-002
2026-01-05,123,SKU-002
2026-01-06,143,SKU-002
2026-01-07,161,SKU-002
2026-01-08,148,SKU-002
2026-01-09,139,SKU-002
2026-01-10,160,SKU-002
2026-01-11,154,SKU-002
2026-01-12,167,SKU-002
2026-01-13,134,SKU-002
2026-01-14,147,SKU-002
2026-01-15,155,SKU-002
2026-01-16,150,SKU-002
2026-01-17,152,SKU-002
2026-01-18,144,SKU-002
2026-01-19,163,SKU-002
2026-01-20,150,SKU-002
2026-01-21,158,SKU-002
2026-01-22,162,SKU-002
2026-01-23,168,SKU-002
2026-01-24,152,SKU-002
2026-01-25,160,SKU-002
2026-01-26,173,SKU-002
2026-01-27,165,SKU-002
2026-01-28,180,SKU-002
2026-01-29,163,SKU-002
2026-01-30,156,SKU-002
2026-01-31,174,SKU-002
2026-02-01,140,SKU-002
2026-02-02,167,SKU-002
2026-02-03,196,SKU-002
2026-02-04,173,SKU-002
2026-02-05,155,SKU-002
2026-02-06,179,SKU-002
2026-02-07,154,SKU-002
2026-02-08,155,SKU-002
2026-02-09,147,SKU-002
2026-02-10,160,SKU-002
2026-02-11,175,SKU-002
2026-02-12,164,SKU-002
2026-02-13,174,SKU-002
2026-02-14,187,SKU-002
2026-02-15,187,SKU-002
2026-02-16,167,SKU-002
2026-02-17,183,SKU-002
2026-02-18,172,SKU-002
2026-02-19,173,SKU-002
2026-02-20,166,SKU-002
2026-02-21,168,SKU-002
2026-02-22,161,SKU-002
2026-02-23,165,SKU-002
2026-02-24,189,SKU-002
2026-02-25,179,SKU-002
2026-02-26,179,SKU-002
2026-02-27,185,SKU-002
2026-02-28,191,SKU-002
2026-03-01,183,SKU-002
2026-03-02,177,SKU-002
2026-03-03,169,SKU-002
2026-03-04,170,SKU-002
2026-03-05,179,SKU-002
2026-03-06,195,SKU-002
2026-03-07,185,SKU-002
2026-03-08,171,SKU-002
2026-03-09,177,SKU-002
2026-03-10,166,SKU-002
2026-03-11,177,SKU-002
2026-03-12,167,SKU-002
2026-03-13,184,SKU-002
2026-03-14,171,SKU-002
2026-03-15,185,SKU-002
2026-03-16,173,SKU-002
2026-03-17,174,SKU-002
2026-03-18,172,SKU-002
2026-03-19,190,SKU-002
2026-03-20,197,SKU-002
2026-03-21,204,SKU-002
2026-03-22,193,SKU-002
2026-03-23,170,SKU-002
2026-03-24,194,SKU-002
2026-03-25,192,SKU-002
2026-03-26,194,SKU-002
2026-03-27,191,SKU-002
2026-03-28,182,SKU-002
2026-03-29,198,SKU-002
2026-03-30,183,SKU-002
2026-03-31,182,SKU-002
2026-04-01,183,SKU-002
2026-04-02,198,SKU-002
2026-04-03,185,SKU-002
2024-04-04,99,SKU-003
2024-04-05,101,SKU-003
2024-04-06,95,SKU-003
2024-04-07,93,SKU-003
2024-04-08,121,SKU-003
2024-04-09,97,SKU-003
2024-04-10,126,SKU-003
2024-04-11,91,SKU-003
2024-04-12,103,SKU-003
2024-04-13,109,SKU-003
2024-04-14,107,SKU-003
2024-04-15,101,SKU-003
2024-04-16,89,SKU-003
2024-04-17,107,SKU-003
2024-04-18,100,SKU-003
2024-04-19,95,SKU-003
2024-04-20,114,SKU-003
2024-04-21,92,SKU-003
2024-04-22,82,SKU-003
2024-04-23,106,SKU-003
2024-04-24,91,SKU-003
2024-04-25,103,SKU-003
2024-04-26,81,SKU-003
2024-04-27,96,SKU-003
2024-04-28,106,SKU-003
2024-04-29,98,SKU-003
2024-04-30,93,SKU-003
2024-05-01,90,SKU-003
2024-05-02,86,SKU-003
2024-05-03,87,SKU-003
2024-05-04,102,SKU-003
2024-05-05,70,SKU-003
2024-05-06,90,SKU-003
2024-05-07,101,SKU-003
2024-05-08,96,SKU-003
2024-05-09,84,SKU-003
2024-05-10,84,SKU-003
2024-05-11,94,SKU-003
2024-05-12,107,SKU-003
2024-05-13,95,SKU-003
2024-05-14,93,SKU-003
2024-05-15,96,SKU-003
2024-05-16,90,SKU-003
2024-05-17,98,SKU-003
2024-05-18,85,SKU-003
2024-05-19,67,SKU-003
2024-05-20,70,SKU-003
2024-05-21,92,SKU-003
2024-05-22,99,SKU-003
2024-05-23,95,SKU-003
2024-05-24,74,SKU-003
2024-05-25,79,SKU-003
2024-05-26,93,SKU-003
2024-05-27,86,SKU-003
2024-05-28,82,SKU-003
2024-05-29,96,SKU-003
2024-05-30,93,SKU-003
2024-05-31,78,SKU-003
2024-06-01,86,SKU-003
2024-06-02,61,SKU-003
2024-06-03,71,SKU-003
2024-06-04,79,SKU-003
2024-06-05,73,SKU-003
2024-06-06,86,SKU-003
2024-06-07,85,SKU-003
2024-06-08,86,SKU-003
2024-06-09,106,SKU-003
2024-06-10,83,SKU-003
2024-06-11,89,SKU-003
2024-06-12,80,SKU-003
2024-06-13,85,SKU-003
2024-06-14,77,SKU-003
2024-06-15,84,SKU-003
2024-06-16,92,SKU-003
2024-06-17,76,SKU-003
2024-06-18,69,SKU-003
2024-06-19,68,SKU-003
2024-06-20,73,SKU-003
2024-06-21,75,SKU-003
2024-06-22,57,SKU-003
2024-06-23,67,SKU-003
2024-06-24,82,SKU-003
2024-06-25,92,SKU-003
2024-06-26,58,SKU-003
2024-06-27,63,SKU-003
2024-06-28,64,SKU-003
2024-06-29,70,SKU-003
2024-06-30,64,SKU-003
2024-07-01,71,SKU-003
2024-07-02,62,SKU-003
2024-07-03,68,SKU-003
2024-07-04,69,SKU-003
2024-07-05,88,SKU-003
2024-07-06,72,SKU-003
2024-07-07,61,SKU-003
2024-07-08,66,SKU-003
2024-07-09,78,SKU-003
2024-07-10,70,SKU-003
2024-07-11,64,SKU-003
2024-07-12,58,SKU-003
2024-07-13,45,SKU-003
2024-07-14,56,SKU-003
2024-07-15,79,SKU-003
2024-07-16,74,SKU-003
2024-07-17,56,SKU-003
2024-07-18,58,SKU-003
2024-07-19,63,SKU-003
2024-07-20,40,SKU-003
2024-07-21,42,SKU-003
2024-07-22,67,SKU-003
2024-07-23,67,SKU-003
2024-07-24,53,SKU-003
2024-07-25,59,SKU-003
2024-07-26,58,SKU-003
2024-07-27,63,SKU-003
2024-07-28,42,SKU-003
2024-07-29,47,SKU-003
2024-07-30,59,SKU-003
2024-07-31,60,SKU-003
2024-08-01,50,SKU-003
2024-08-02,54,SKU-003
2024-08-03,64,SKU-003
2024-08-04,47,SKU-003
2024-08-05,41,SKU-003
2024-08-06,62,SKU-003
2024-08-07,49,SKU-003
2024-08-08,39,SKU-003
2024-08-09,19,SKU-003
2024-08-10,42,SKU-003
2024-08-11,51,SKU-003
2024-08-12,55,SKU-003
2024-08-13,42,SKU-003
2024-08-14,48,SKU-003
2024-08-15,55,SKU-003
2024-08-16,53,SKU-003
2024-08-17,49,SKU-003
2024-08-18,33,SKU-003
2024-08-19,35,SKU-003
2024-08-20,34,SKU-003
2024-08-21,47,SKU-003
2024-08-22,49,SKU-003
2024-08-23,41,SKU-003
2024-08-24,34,SKU-003
2024-08-25,40,SKU-003
2024-08-26,31,SKU-003
2024-08-27,57,SKU-003
2024-08-28,42,SKU-003
2024-08-29,18,SKU-003
2024-08-30,31,SKU-003
2024-08-31,39,SKU-003
2024-09-01,44,SKU-003
2024-09-02,36,SKU-003
2024-09-03,32,SKU-003
2024-09-04,23,SKU-003
2024-09-05,51,SKU-003
2024-09-06,40,SKU-003
2024-09-07,46,SKU-003
2024-09-08,27,SKU-003
2024-09-09,31,SKU-003
2024-09-10,48,SKU-003
2024-09-11,29,SKU-003
2024-09-12,43,SKU-003
2024-09-13,42,SKU-003
2024-09-14,50,SKU-003
2024-09-15,40,SKU-003
2024-09-16,36,SKU-003
2024-09-17,54,SKU-003
2024-09-18,39,SKU-003
2024-09-19,41,SKU-003
2024-09-20,25,SKU-003
2024-09-21,40,SKU-003
2024-09-22,47,SKU-003
2024-09-23,30,SKU-003
2024-09-24,47,SKU-003
2024-09-25,30,SKU-003
2024-09-26,61,SKU-003
2024-09-27,55,SKU-003
2024-09-28,34,SKU-003
2024-09-29,39,SKU-003
2024-09-30,55,SKU-003
2024-10-01,39,SKU-003
2024-10-02,28,SKU-003
2024-10-03,38,SKU-003
2024-10-04,31,SKU-003
2024-10-05,34,SKU-003
2024-10-06,50,SKU-003
2024-10-07,30,SKU-003
2024-10-08,55,SKU-003
2024-10-09,32,SKU-003
2024-10-10,18,SKU-003
2024-10-11,36,SKU-003
2024-10-12,57,SKU-003
2024-10-13,52,SKU-003
2024-10-14,26,SKU-003
2024-10-15,43,SKU-003
2024-10-16,21,SKU-003
2024-10-17,31,SKU-003
2024-10-18,43,SKU-003
2024-10-19,40,SKU-003
2024-10-20,33,SKU-003
2024-10-21,57,SKU-003
2024-10-22,26,SKU-003
2024-10-23,37,SKU-003
2024-10-24,21,SKU-003
2024-10-25,52,SKU-003
2024-10-26,36,SKU-003
2024-10-27,40,SKU-003
2024-10-28,26,SKU-003
2024-10-29,29,SKU-003
2024-10-30,29,SKU-003
2024-10-31,58,SKU-003
2024-11-01,36,SKU-003
2024-11-02,48,SKU-003
2024-11-03,52,SKU-003
2024-11-04,22,SKU-003
2024-11-05,57,SKU-003
2024-11-06,54,SKU-003
2024-11-07,58,SKU-003
2024-11-08,54,SKU-003
2024-11-09,46,SKU-003
2024-11-10,61,SKU-003
2024-11-11,42,SKU-003
2024-11-12,40,SKU-003
2024-11-13,53,SKU-003
2024-11-14,47,SKU-003
2024-11-15,55,SKU-003
2024-11-16,41,SKU-003
2024-11-17,55,SKU-003
2024-11-18,49,SKU-003
2024-11-19,58,SKU-003
2024-11-20,57,SKU-003
2024-11-21,61,SKU-003
2024-11-22,55,SKU-003
2024-11-23,58,SKU-003
2024-11-24,50,SKU-003
2024-11-25,66,SKU-003
2024-11-26,67,SKU-003
2024-11-27,53,SKU-003
2024-11-28,52,SKU-003
2024-11-29,54,SKU-003
2024-11-30,57,SKU-003
2024-12-01,60,SKU-003
2024-12-02,51,SKU-003
2024-12-03,54,SKU-003
2024-12-04,77,SKU-003
2024-12-05,54,SKU-003
2024-12-06,81,SKU-003
2024-12-07,45,SKU-003
2024-12-08,42,SKU-003
2024-12-09,62,SKU-003
2024-12-10,50,SKU-003
2024-12-11,70,SKU-003
2024-12-12,58,SKU-003
2024-12-13,67,SKU-003
2024-12-14,55,SKU-003
2024-12-15,70,SKU-003
2024-12-16,76,SKU-003
2024-12-17,55,SKU-003
2024-12-18,71,SKU-003
2024-12-19,67,SKU-003
2024-12-20,61,SKU-003
2024-12-21,80,SKU-003
2024-12-22,75,SKU-003
2024-12-23,65,SKU-003
2024-12-24,90,SKU-003
2024-12-25,87,SKU-003
2024-12-26,69,SKU-003
2024-12-27,88,SKU-003
2024-12-28,89,SKU-003
2024-12-29,82,SKU-003
2024-12-30,63,SKU-003
2024-12-31,84,SKU-003
2025-01-01,73,SKU-003
2025-01-02,72,SKU-003
2025-01-03,70,SKU-003
2025-01-04,94,SKU-003
2025-01-05,78,SKU-003
2025-01-06,70,SKU-003
2025-01-07,79,SKU-003
2025-01-08,64,SKU-003
2025-01-09,81,SKU-003
2025-01-10,96,SKU-003
2025-01-11,83,SKU-003
2025-01-12,88,SKU-003
2025-01-13,95,SKU-003
2025-01-14,89,SKU-003
2025-01-15,71,SKU-003
2025-01-16,91,SKU-003
2025-01-17,66,SKU-003
2025-01-18,106,SKU-003
2025-01-19,80,SKU-003
2025-01-20,87,SKU-003
2025-01-21,84,SKU-003
2025-01-22,98,SKU-003
2025-01-23,75,SKU-003
2025-01-24,79,SKU-003
2025-01-25,99,SKU-003
2025-01-26,104,SKU-003
2025-01-27,102,SKU-003
2025-01-28,90,SKU-003
2025-01-29,90,SKU-003
2025-01-30,111,SKU-003
2025-01-31,100,SKU-003
2025-02-01,96,SKU-003
2025-02-02,100,SKU-003
2025-02-03,103,SKU-003
2025-02-04,106,SKU-003
2025-02-05,93,SKU-003
2025-02-06,96,SKU-003
2025-02-07,98,SKU-003
2025-02-08,93,SKU-003
2025-02-09,95,SKU-003
2025-02-10,89,SKU-003
2025-02-11,102,SKU-003
2025-02-12,107,SKU-003
2025-02-13,120,SKU-003
2025-02-14,95,SKU-003
2025-02-15,109,SKU-003
2025-02-16,95,SKU-003
2025-02-17,121,SKU-003
2025-02-18,93,SKU-003
2025-02-19,115,SKU-003
2025-02-20,107,SKU-003
2025-02-21,113,SKU-003
2025-02-22,111,SKU-003
2025-02-23,105,SKU-003
2025-02-24,112,SKU-003
2025-02-25,114,SKU-003
2025-02-26,112,SKU-003
2025-02-27,96,SKU-003
2025-02-28,121,SKU-003
2025-03-01,107,SKU-003
2025-03-02,113,SKU-003
2025-03-03,118,SKU-003
2025-03-04,125,SKU-003
2025-03-05,108,SKU-003
2025-03-06,114,SKU-003
2025-03-07,114,SKU-003
2025-03-08,117,SKU-003
2025-03-09,103,SKU-003
2025-03-10,119,SKU-003
2025-03-11,95,SKU-003
2025-03-12,115,SKU-003
2025-03-13,120,SKU-003
2025-03-14,105,SKU-003
2025-03-15,100,SKU-003
2025-03-16,90,SKU-003
2025-03-17,105,SKU-003
2025-03-18,129,SKU-003
2025-03-19,122,SKU-003
2025-03-20,114,SKU-003
2025-03-21,130,SKU-003
2025-03-22,122,SKU-003
2025-03-23,117,SKU-003
2025-03-24,95,SKU-003
2025-03-25,121,SKU-003
2025-03-26,132,SKU-003
2025-03-27,120,SKU-003
2025-03-28,110,SKU-003
2025-03-29,121,SKU-003
2025-03-30,128,SKU-003
2025-03-31,124,SKU-003
2025-04-01,112,SKU-003
2025-04-02,109,SKU-003
2025-04-03,128,SKU-003
2025-04-04,106,SKU-003
2025-04-05,106,SKU-003
2025-04-06,113,SKU-003
2025-04-07,110,SKU-003
2025-04-08,103,SKU-003
2025-04-09,127,SKU-003
2025-04-10,115,SKU-003
2025-04-11,107,SKU-003
2025-04-12,98,SKU-003
2025-04-13,113,SKU-003
2025-04-14,113,SKU-003
2025-04-15,108,SKU-003
2025-04-16,108,SKU-003
2025-04-17,119,SKU-003
2025-04-18,115,SKU-003
2025-04-19,120,SKU-003
2025-04-20,112,SKU-003
2025-04-21,114,SKU-003
2025-04-22,117,SKU-003
2025-04-23,124,SKU-003
2025-04-24,120,SKU-003
2025-04-25,123,SKU-003
2025-04-26,126,SKU-003
2025-04-27,126,SKU-003
2025-04-28,134,SKU-003
2025-04-29,101,SKU-003
2025-04-30,88,SKU-003
2025-05-01,101,SKU-003
2025-05-02,99,SKU-003
2025-05-03,100,SKU-003
2025-05-04,102,SKU-003
2025-05-05,100,SKU-003
2025-05-06,121,SKU-003
2025-05-07,134,SKU-003
2025-05-08,113,SKU-003
2025-05-09,110,SKU-003
2025-05-10,122,SKU-003
2025-05-11,100,SKU-003
2025-05-12,113,SKU-003
